"723","West Campus Family Student Housing","Housing","3373.01999302",""
"802","undefined","Utilities","3616.38047787",""
"818","Santa Ynez Housing","Housing","3782.19227464",""
"832","Shop","Housing","3866.8891756",""
"841","San Clemente Housing - Arrowhead","Housing","4719.00666126",""
"843","San Clemente Housing - Castaic","Housing","2354.50128159",""
"845","San Clemente Housing - Encino","Housing","2354.5097202",""
"846","San Clemente Housing - Donner","Housing","5430.29187811",""
"849","San Clemente Housing - Bradbury","Housing","5430.24929156",""
"860","Santa Catalina Hall","Housing","59269.0783054",""
"875","De Anza Resource Center","Housing","5543.40766227",""
"876","Loma Pelona","Acad &amp; Admin","6997.34928041",""
"877","Tecolote House","Housing","4297.30316284",""
"878","Cienega House","Housing","4520.87628249",""
"879","Jalama House","Housing","3611.59759177",""
"880","Arguello House","Housing","3648.04801421",""
"881","Miranda House","Housing","5931.74098756",""
"882","Gaviota House","Housing","4210.55824575",""
"883","Condor House","Housing","4427.71154898",""
"884","La Cumbre House","Housing","3649.02815302",""
"885","Montecito House","Housing","4181.95289588",""
"886","Tepusquet House","Housing","4582.82110645",""
"887","Rincon House","Housing","4215.42931554",""
"888","Zaca House","Housing","4330.40312039",""
"889","Camuesa House","Housing","4513.84220117",""
"890","Pendola House","Housing","3877.71644709",""
"891","Cuyama House","Housing","4182.69299047",""
"892","Madulce House","Housing","4362.57284117",""
"893","Figueroa House","Housing","4200.39900979",""
"935","undefined","Acad &amp; Admin","1439.95689108",""
"936","undefined","Acad &amp; Admin","1439.94132712",""
"937","undefined","Acad &amp; Admin","1453.02540134",""
"939","undefined","Acad &amp; Admin","1453.03916734",""
"940","undefined","Acad &amp; Admin","2880.74727937",""
"941","Embarcadero Hall","Acad &amp; Admin","0",""
"942","undefined","Acad &amp; Admin","1440.55790928",""
"947","Westgate Apts","Housing","17095.1177908",""
"948","Isla Vista Theater","Acad &amp; Admin","10172.2451231",""
"972","FM","Acad &amp; Admin","2916.22215888",""
"981","undefined","Acad &amp; Admin","3108.2128943",""
"990","undefined","Acad &amp; Admin","584.51373664",""
"6960","Weisman","Devereux","17816.9321407",""
"6970","Mark Villa","Devereux","7459.74203624",""
"6975","Greenhouse","Devereux","3787.41725212",""
"6980","Adult Cottages B","Devereux","6392.0631839",""
"6990","Adult Cottages C","Devereux","5657.58038358",""
"7000","Wood Shop","Devereux","2833.69276677",""
"7010","Residential Service","Devereux","1252.39195865",""
"7015","Art Classroom","Devereux","1612.56832574",""
"7020","Ferguson Center","Devereux","10493.4103514",""
"7025","Sewing Classroom","Devereux","2465.61883412",""
"7030","Barber Shop","Devereux","1520.34791068",""
"7035","Music Classroom","Devereux","862.581752545",""
"7040","Alpha","Devereux","5859.85106417",""
"7045","Williamson Center","Devereux","10836.3605742",""
"7050","Tate Center","Devereux","3964.83413072",""
"7055","Devereux Hall","Devereux","18961.4148112",""
"7060","Miramar","Devereux","6906.03595336",""
"7070","Chambers Cottage","Devereux","1624.88228345",""
"7075","Sieroty Center","Devereux","9271.53345785",""
"7085","Cass Renee","Devereux","7100.47963068",""
"7095","Las Amigas Children's Cottage A","Devereux","5454.3370205",""
"7097","Las Amigas Children's Cottage B","Devereux","5478.32266277",""
"7900","New Horizons","Devereux","13672.9246129",""
"7905","Del Sol","Devereux","6720.07146365",""
"7910","Classrooms","Devereux","2080.52016293",""
"7915","Central Dining Room","Devereux","6046.7368304",""
"7920","Laundry","Devereux","2303.80269683",""
"7925","La Colina Offices","Devereux","2401.61851474",""
"7930","Carpentry &amp; Paint Shop","Devereux","1276.16988125",""
"7935","La Colina Classroom","Devereux","1861.03129026",""
"7940","Del Mar","Devereux","2359.92615277",""
"7945","La Colina Classroom","Devereux","2387.71642384",""
"7950","Maintenance","Devereux","4070.82207053",""
"7955","De La Playa","Devereux","5200.7172536",""
"7965","Educational Addition B","Devereux","5349.40802102",""
"7966","Educational Addition A","Devereux","5173.92377437",""
"7985","La Colina Classroom &amp; Office","Devereux","2280.75239855",""
"NaN","undefined","Acad &amp; Admin","421.303186574",""
