"574","34.421649","-119.853374","34.42214","-119.852456"
"575","34.413308","-119.843117","34.41358","-119.843015"
"578","34.419619","-119.854911","34.419878","-119.854278"
"579","34.412055","-119.850024","34.412106","-119.849962"
"580","34.419731","-119.855048","34.420926","-119.853682"
"581","34.411686","-119.851913","34.412125","-119.851046"
"583","34.420086","-119.855325","34.42019","-119.855189"
"584","34.420837","-119.852811","34.421226","-119.852292"
"585","34.42152","-119.853957","34.421677","-119.853676"
"586","34.410893","-119.853094","34.411333","-119.85266"
"587","34.410896","-119.852253","34.411343","-119.851733"
"588","34.415046","-119.853156","34.415961","-119.851987"
"589","34.412607","-119.848419","34.41267","-119.84834"
"591","34.414384","-119.847277","34.414711","-119.846418"
"592","34.41166","-119.849853","34.411777","-119.849673"
"594","34.420945","-119.853247","34.421294","-119.852877"
"595","34.420371","-119.852017","34.420619","-119.851659"
"599","34.413176","-119.849533","34.413633","-119.848871"
"615","34.413987","-119.841932","34.41429","-119.841202"
"657","34.415223","-119.84414","34.415676","-119.843186"
"672","34.414352","-119.842945","34.414644","-119.842253"
"818","34.41776","-119.863801","34.420436","-119.860372"
"832","34.420016","-119.862576","34.420185","-119.862318"
"841","34.41761","-119.855251","34.418305","-119.853727"
"843","34.417618","-119.856906","34.418319","-119.856178"
"845","34.417625","-119.858508","34.418319","-119.857848"
"846","34.417621","-119.857827","34.418316","-119.857108"
"849","34.417614","-119.856172","34.418309","-119.855452"
"860","34.417713","-119.868794","34.418502","-119.867261"
"875","34.40951","-119.852987","34.409663","-119.852655"
"876","34.41044","-119.851952","34.410818","-119.851529"
"877","34.408626","-119.853265","34.408892","-119.852918"
"878","34.408914","-119.853282","34.409245","-119.853146"
"879","34.409233","-119.853124","34.409346","-119.852818"
"880","34.409202","-119.85275","34.409346","-119.85248"
"881","34.408717","-119.852575","34.409139","-119.852384"
"882","34.408524","-119.851986","34.408825","-119.851805"
"883","34.408838","-119.852135","34.40914","-119.851892"
"884","34.409202","-119.852084","34.409346","-119.851815"
"885","34.409168","-119.851746","34.409355","-119.851397"
"886","34.408779","-119.851515","34.409105","-119.851349"
"887","34.408451","-119.851488","34.408725","-119.851158"
"888","34.409305","-119.851448","34.409561","-119.851098"
"889","34.409478","-119.851847","34.409633","-119.851456"
"890","34.409518","-119.85209","34.409764","-119.851915"
"891","34.409801","-119.852091","34.410087","-119.851948"
"892","34.410122","-119.851967","34.410316","-119.851624"
"893","34.410242","-119.851593","34.410392","-119.85123"
"947","34.416608","-119.85593","34.417172","-119.855499"
"948","34.411265","-119.855258","34.411489","-119.854656"
"1006","34.413695","-119.841931","34.413757","-119.841878"
"1101","34.416533","-119.847307","34.416599","-119.847193"
"1102","34.418209","-119.848593","34.418271","-119.848547"
