CONFIRMED,IP ADDRESS,BUILDING ID,BUILDING NAME
x,noc
x,-
x,noc
x,noc
,vpn
x,noc
,128.111.8/24,572,BRDA
x,128.111.9/24,567,KITP
,128.111.10/24,567,KITP
x,noc
x,oit
,128.111.13.0/27,581,FACULTY CLUB
,128.111.14/24,939
,128.111.15/24,937
x,128.111.16/24,572,BRDA
x,128.111.17/24,572,BRDA
x,128.111.18/24,572,BRDA
,128.111.19/24,572,BRDA
,128.111.20/24,wirelesstest?
,noc
x,noc
x,128.111.23/24,572,BRDA
x,noc
x,-
x,-
,128.111.27/24,556,HFH
,128.111.28.0/25,cs?,,128.111.28.128/25,msi?
,,engr/ece/materials?
,128.111.30,!
,128.111.31,!
,128.111.32,!
,,"tps/asit?
"
x,128.111.34/24,503,ENGR II
x,-
,lsdepts/brromcenter?
x,-
x,-
x,-
x,128.111.40/24,556,HFH
x,128.111.41/24,556,HFH
x,-
x,128.111.43/24,556,HFH-CSIL,128.111.43.0/25,CSIL-Unix,128.111.43.128/25,CSIL-Windows
,128.111.44/24,556,HFH
,128.111.45/24,556,HFH
,128.111.46/24,556,HFH
x,-
,128.111.48/24,556,HFH
,128.111.49/24,556,HFH
,128.111.50/24,503,ENGR II
x,-
,128.111.52/24,556,HFH
,128.111.53/24,556,"HFH - ECIL
",engr?
,128.111.54.0/26,556,HFH,128.111.54.64/26,mee?,128.111.54.128/26,mee?,128.111.54.192/26,cs?
,128.111.55/24,556,HFH
,128.111.56/24,556,HFH
,128.111.57/24,556,HFH
,128.111.58/24,556,HFH
x,-
,128.111.60/24,556,HFH
x,vpn
,128.111.62/24,lsdepts?
x,-
x,-
x,-
x,-
x,-
,128.111.68.32/27,346,msi?,128.111.68.160/26,cs?,128.111.68.192/26,cs?
,128.111.69/25,icb?,,128.111.69.128/25,ccs?
,128.111.70/24,503,ENGR II
x,128.111.71.0/27,243,ATHLETICS,128.111.71.224/27,mat?
,128.111.72/24,503,ENGR II
,oit
,128.111.74/24,materials?
,128.111.75/24,235,LIFESCI
,128.111.76/24,lsdepts?
,128.111.77.0/25,crss?,,128.111.77.128/25,hssb/class.id?
,128.111.78/24,lsdepts/materials?
,128.111.79/24,facilities?
,128.111.80/24,bookstore/ucen?
,128.111.81/24,ucen?
,128.111.82/24,503,ENGR II
,128.111.83/24,503,ENGR II
,128.111.84/24,??
x,-
,128.111.86/24,528,SOUTH HALL
,128.111.87/24,library/alexandria?
,128.111.88/24,528,SOUTH HALL
x,-
,128.111.90/24,mcdb/lifesci/psych/lscg/lsit/bic?
,128.111.91,!
,128.111.92.0/26,266,ELINGS
,128.111.93/24,lsdepts/music?
,128.111.94/24,lsdepts?
x,128.111.95/24,525,LIBRARY
,128.111.96/24,525,LIBRARY
,128.111.97,!
,128.111.98/24,orda?
,128.111.99,!
,128.111.100/24,521,BREN
,128.111.101/24,563,ELLSN
,128.111.102/24,520,MSI
,128.111.103/24,opl?
x,128.111.104/24,563,ELLSN
x,-
x,128.111.106/24,563,ELLSN
,128.111.107/24,557,CHEM
,128.111.108/24,526,WEBB
,128.111.110/24,lsdepts?
,128.111.110/24,521,BREN
,128.111.111/24?,521,BREN
,128.111.112/24,551,PSYCH
,128.111.113/24,551,PSYCH
,128.111.114/24,557,CHEM
,128.111.115/24,557,CHEM
,128.111.116/24,557,CHEM
,128.111.117/24,ap?
,128.111.118/24,552,CHEADLE
,128.111.119/24,615,MRL
,128.111.120/24,lsdepts/machineshopn.engr?
x,isc
,128.111.122/24,hr?
x,isc
x,isc
x,isc
,128.111.126,!
,128.111.127.128/25,251,PSYCH-EAST,128.111.127/24,lsdepts/lsit?
,128.111.128/24,lsdepts?
,128.111.129/24,lsdepts?
,128.111.130/24,lsdepts?
x,-
,128.111.132,!
,128.111.133/24,lsdepts?
x,-
x,-
,oit
,128.111.137,!
,128.111.138/24,id?
,noc
,128.111.140,!
,128.111.141/24,accounting?
,128.111.142/24,facilities/as?
,128.111.143/24,as?
,128.111.144/24,mee?
,128.111.145/24,ia?!
x,128.111.146/24,560,PHELPS
,128.111.147/24,477,NORTH HALL
x,128.111.148/24,560,PHELPS
x,128.111.149.0/25,515,HSSB,128.111.149.128/25,engr?
,128.111.150.0/25,503,ENGR II
,128.111.151/24,ic/umail?
x,-
x,-
x,-
x,-
x,-
x,-
,128.111.158/24,senate?
,128.111.159/24,stores?
x,isc
x,-
,128.111.162/24,id?
x,-
,128.111.164/24,materials/engr?
,128.111.165/24,lsdepts?
x,-
x,-
,128.111.168/24,ucen/bookstore?
,128.111.169/24,lsdepts?
x,-
x,-
,128.111.172.1,!
,128.111.173/24,sa?
x,noc
,128.111.175/24,chancellor?
x,noc
,128.111.177/24,ehs?
,128.111.178/24,els?
,128.111.179.0/25,materials?,,128.111.179.128/25,cs?
x,-
x,-
x,-
x,-
,128.111.184/24,tps?
,128.111.185/24,556,HFH
,128.111.186,!
x,-
x,-
x,-
x,-
x,-
,128.111.192/24,503,ENGR II
x,128.111.193.128/25,221,SRB,128.111.193.0/25,ssldc?
x,-
x,-
x,-
x,-
x,noc
,128.111.199/24,lsdepts?
x,-
x,-
x,-
x,-
,128.111.204/24,eemb?
,128.111.205/24,eemb/mcdb?
,128.111.206/24,education?
,128.111.207/24,education?
,128.111.208/24,mcdb?
,128.111.209/24,nri?
,-
,-
,-
,-
,128.111.214/24,graddiv?
,128.111.215.1,eapctrx?!
,128.111.216/24,lsdepts/arts?,,128.111.216.121,arthistory?
,128.111.217/24,lsdepts?,,128.111.217.134,speech?
x,oit
,128.111.219/24,pstat/lsdepts?
,128.111.220/24,nceas?
,128.111.221/24,266,ELINGS
x,128.111.222/24,276,SSMS
,-
,128.111.224/24,lsdepts/lsit?
,128.111.225/24,econ?
,128.111.226/24,lscg/mcdb/eemb/nri?
,128.111.227/24,eemb/mcdb?
,128.111.228.1,pdn?!
,-
,-
,-
,-
,128.111.233/24,ncgia?
,128.111.234/24,ncgia/geog/spatial?,PHELP / ELLSN
,128.111.235/24,503,ENGR II
,128.111.236/24,crustal/nees/eri?
,128.111.237.0/25,572,BROIDA,128.111.237.128/25,iqcd?
,-
,128.111.239/24,ece?
,128.111.240/24,551,PSYCH
,128.111.241/24,lscg/eemb/mcdb?
,128.111.242/24,526,WEBB
,128.111.243/24,266,ELINGS
,128.111.244/24,housing?
,128.111.245/24,housing?
,128.111.246/24,557,CHEM
,128.111.247/24,266,ELINGS
x,-
,-
,128.111.250,!
,128.111.251/24,commserv?
,128.111.252/24,commserv?
,-
,-
,-
